idea_id,section,subsection,level,parent_item,title,description,full_text,images
idea-0241,Bedroom,General,1,,Summer and Winter Thickness Duvets,"Thick duvets for the winter but totally different thinner ones for the summer and even thinner blankets. But the blanket, must be big blankets. Non of those small blanket that don’t cover your feet.","Summer and Winter Thickness Duvets - Thick duvets for the winter but totally different thinner ones for the summer and even thinner blankets. But the blanket, must be big blankets. Non of those small blanket that don’t cover your feet.",
idea-0242,Bedroom,General,1,,Super Comfortable Chair in Front of table,Comfy chair for relaxing in and a table for watching stuff,Super Comfortable Chair in Front of table - Comfy chair for relaxing in and a table for watching stuff,
idea-0243,Bedroom,General,1,,Super Soft Duvet Cover,Non stiff or rough duvet cover,Super Soft Duvet Cover - Non stiff or rough duvet cover,
idea-0244,Bedroom,General,1,,True Mirror,"Each bedroom has a true mirror, two mirrors at 90° without a seam between them. Shows how people really see you.","True Mirror - Each bedroom has a true mirror, two mirrors at 90° without a seam between them. Shows how people really see you.",
idea-0245,Bedroom,General,1,,TV slides behind because or wall,Instead of a big black tv or a picture frame tv being centre of attention we move it behind a an easy to slide bookcase or wall.,TV slides behind because or wall - Instead of a big black tv or a picture frame tv being centre of attention we move it behind a an easy to slide bookcase or wall.,
idea-0246,Bedroom,General,1,,Two Sinks in Master Bedroom En-suite,Two sinks for when you and your partner are trying to get ready at the same time.,Two Sinks in Master Bedroom En-suite - Two sinks for when you and your partner are trying to get ready at the same time.,
idea-0247,Bedroom,General,1,,Two Warm and Cold taps in en-suite bathroom,for when you went to wash your hands together,Two Warm and Cold taps in en-suite bathroom - for when you went to wash your hands together,
idea-0248,Bedroom,General,1,,Window Directly Above Bed to Watch Stars,A big window above the bed to gaze at the stars at night when you can’t sleep. Remind you of your place in this world.,Window Directly Above Bed to Watch Stars - A big window above the bed to gaze at the stars at night when you can’t sleep. Remind you of your place in this world.,
idea-0249,Bedroom,General,1,,Zippable pillow cases and duvet covers,Button duvet covers always come undone. And pillow cases without zip always let the pillow slip out. So instead get pillow cases and duvet covers with zips on. But good quality zips that won’t break easily.,Zippable pillow cases and duvet covers - Button duvet covers always come undone. And pillow cases without zip always let the pillow slip out. So instead get pillow cases and duvet covers with zips on. But good quality zips that won’t break easily.,
idea-0250,Living Room,Location & Environment,1,,2nd Bathroom near living room,For when there’s a big party or lots of people over for Christmas and multiple people want to use the toilet at once.,2nd Bathroom near living room - For when there’s a big party or lots of people over for Christmas and multiple people want to use the toilet at once.,
idea-0251,Living Room,Location & Environment,1,,Overlapping Curtains,Curtain rails that overlap so there’s no light that seep through,Overlapping Curtains - Curtain rails that overlap so there’s no light that seep through,
idea-0252,Living Room,General,1,,Big Cupboard for Board Games,Big cupboard to store all the many boardgames we have,Big Cupboard for Board Games - Big cupboard to store all the many boardgames we have,
idea-0253,Living Room,General,1,,Blackout Curtains,For watching movies,Blackout Curtains - For watching movies,
idea-0254,Living Room,General,1,,Built In Surround Sound System,,Built In Surround Sound System,
idea-0255,Living Room,General,1,,Lazy Boy Chair,Find the most comfortable chair,Lazy Boy Chair - Find the most comfortable chair,
idea-0256,Living Room,General,1,,No Gaps between Sofa Cushions,Sofas that don’t have gaps between the cushions for things to fall down,No Gaps between Sofa Cushions - Sofas that don’t have gaps between the cushions for things to fall down,
idea-0257,Living Room,General,1,,Ping Pong Table Door,,Ping Pong Table Door,
idea-0258,Living Room,General,1,,Slide out Christmas tree from storage cupboard in living room,Instead of spending ages building and setting up Christmas tree you could instead have it slide out from a purpose built tall cupboard.,Slide out Christmas tree from storage cupboard in living room - Instead of spending ages building and setting up Christmas tree you could instead have it slide out from a purpose built tall cupboard.,
idea-0259,Living Room,General,1,,Spare Beds that can be Hidden Away,Spare Beds for guests and for when you want to have big sleep overs in the living room,Spare Beds that can be Hidden Away - Spare Beds for guests and for when you want to have big sleep overs in the living room,
idea-0260,Living Room,General,1,,Table on Each Side of Sofa,There should be at least two extra tables on either side of the sofa so you don’t have to put stuff on the sofa when you want to put food on the main table,Table on Each Side of Sofa - There should be at least two extra tables on either side of the sofa so you don’t have to put stuff on the sofa when you want to put food on the main table,
idea-0261,Living Room,General,1,,TV above toddler height,To stop toddlers and young children from breaking the tv,TV above toddler height - To stop toddlers and young children from breaking the tv,
idea-0262,Living Room,General,1,,TV slides behind because or wall,Instead of a big black tv or a picture frame tv being centre of attention we move it behind a an easy to slide bookcase or wall.,TV slides behind because or wall - Instead of a big black tv or a picture frame tv being centre of attention we move it behind a an easy to slide bookcase or wall.,
idea-0263,Living Room,General,1,,Water Repellent Sofa Material,Water repellent sofa material so it can’t be ruined by one split drink,Water Repellent Sofa Material - Water repellent sofa material so it can’t be ruined by one split drink,
idea-0264,Garden,Location & Environment,1,,High above sea level,In the case of flooding we don’t want to be in a flood area,High above sea level - In the case of flooding we don’t want to be in a flood area,
idea-0265,Garden,Safety & Security,1,,Security cameras,"Modern looking, good enough quality to see faces and number plates","Security cameras - Modern looking, good enough quality to see faces and number plates",
idea-0266,Garden,Lighting & Ambience,1,,Coloured Flood Lights,For parties,Coloured Flood Lights - For parties,
idea-0267,Garden,Lighting & Ambience,1,,Flood Lights,Powerful outdoor flood lights to light up garden in the night,Flood Lights - Powerful outdoor flood lights to light up garden in the night,
idea-0268,Garden,Outdoor & Garden,1,,Zip line from house to bottom of garden,garden zip line from top to bottom of the garden. Even better if the zip line can go round corners.,Zip line from house to bottom of garden - garden zip line from top to bottom of the garden. Even better if the zip line can go round corners.,
idea-0269,Garden,Specialty & Novelty,1,,Time Capsule,in the garden or in the walls somewhere,Time Capsule - in the garden or in the walls somewhere,
idea-0270,Garden,General,1,,A good view,View over a forest or city,A good view - View over a forest or city,
idea-0271,Garden,General,1,,Area for Big Tables,Large flat level garden area for putting lots of long tables for garden parties,Area for Big Tables - Large flat level garden area for putting lots of long tables for garden parties,
idea-0272,Garden,General,1,,BBQ Area,Stone floor or pit to stop things catching on fire,BBQ Area - Stone floor or pit to stop things catching on fire,
idea-0273,Garden,General,1,,Chestnut conker tree,so I can play Conkers with my wife and kids evey time he conkers fall,Chestnut conker tree - so I can play Conkers with my wife and kids evey time he conkers fall,
idea-0274,Garden,General,1,,Clover Lawn,Nice alternative to grass,Clover Lawn - Nice alternative to grass,
idea-0275,Garden,General,1,,Hidden Outdoor Storage,– Discreet outdoor sheds or hidden compartments for garden tools and furniture to keep the garden tidy.,Hidden Outdoor Storage - – Discreet outdoor sheds or hidden compartments for garden tools and furniture to keep the garden tidy.,
idea-0276,Garden,General,1,,Horse Stable,Places to keep the horses,Horse Stable - Places to keep the horses,
idea-0277,Garden,General,1,,Indoor Horse Riding Arena,when it’s cold and raining in the winter having a indoor horse riding arena would be nice,Indoor Horse Riding Arena - when it’s cold and raining in the winter having a indoor horse riding arena would be nice,
idea-0278,Garden,General,1,,Large Stage Area,"Large raised outdoor stage, with room to hang stage lights above","Large Stage Area - Large raised outdoor stage, with room to hang stage lights above",
idea-0279,Garden,General,1,,Maze,Garden maze for the kids,Maze - Garden maze for the kids,
idea-0280,Garden,General,1,,Nice Luxury Guest House,to show off,Nice Luxury Guest House - to show off,
idea-0281,Garden,General,1,,Outdoor Kitchen with Optional Cover,"A covered outdoor cooking area with a built-in grill, countertop, and mini fridge for garden parties.","Outdoor Kitchen with Optional Cover - A covered outdoor cooking area with a built-in grill, countertop, and mini fridge for garden parties.",
idea-0282,Garden,General,1,,Outdoor Pool,(More dangerous then a gun),Outdoor Pool - (More dangerous then a gun),
idea-0283,Garden,General,1,,Pagoda,When it’s raining you can still enjoy sitting outside,Pagoda - When it’s raining you can still enjoy sitting outside,
idea-0284,Garden,General,1,,Rainwater Collection System,"– Collect and filter rainwater for use in toilets, gardens, and cleaning to reduce water bills.","Rainwater Collection System - – Collect and filter rainwater for use in toilets, gardens, and cleaning to reduce water bills.",
idea-0285,Garden,General,1,,Robot Lawn Mower,Mowing a big lawn takes a long time and hurts your back or skin if you’re outside for a long time. An automatic lawn mower would save a lot of time and effort,Robot Lawn Mower - Mowing a big lawn takes a long time and hurts your back or skin if you’re outside for a long time. An automatic lawn mower would save a lot of time and effort,
idea-0286,Garden,General,1,,Rocky Water Fountain and Stepping stones over pound and mini bridge,Like grandpa’s garden there should be a small bridge and waterfall over rocky stepping stones.,Rocky Water Fountain and Stepping stones over pound and mini bridge - Like grandpa’s garden there should be a small bridge and waterfall over rocky stepping stones.,
idea-0287,Garden,General,1,,Slides into the Pool,Strong so that they don’t fly away or break when using them. Easy to clean slides too.,Slides into the Pool - Strong so that they don’t fly away or break when using them. Easy to clean slides too.,
idea-0288,Garden,General,1,,"Sunken dry seating area in middle of the pool, with fire pit",Make it easy to clean,"Sunken dry seating area in middle of the pool, with fire pit - Make it easy to clean",
idea-0289,Garden,General,1,,Tardis,The Tardis would be good if you can put it under a cover so the elements don’t destroy it too much.,Tardis - The Tardis would be good if you can put it under a cover so the elements don’t destroy it too much.,
idea-0290,Garden,General,1,,Tennis Court,Good looking fence around the outside. Not one of those ugly wire ones.,Tennis Court - Good looking fence around the outside. Not one of those ugly wire ones.,
idea-0291,Garden,General,1,,Trampoline,With safety nets.,Trampoline - With safety nets.,
idea-0292,Garden,General,1,,Wrap Around Covered Porch,for summer those days you want to sit out without getting totally sunburned. Or those days it’s raining but want to peak outside without getting wet.,Wrap Around Covered Porch - for summer those days you want to sit out without getting totally sunburned. Or those days it’s raining but want to peak outside without getting wet.,
idea-0293,Bathrooms,Location & Environment,1,,Portable TV,"A tv near the bath and toilet so while you have a bath or a long number two you can watch YouTube, tv or a film.","Portable TV - A tv near the bath and toilet so while you have a bath or a long number two you can watch YouTube, tv or a film.",
idea-0294,Bathrooms,Utilities & Infrastructure,1,,Water Filters,In bedroom bathrooms water filters should be installed so everyone has clear skin when washing their face.,Water Filters - In bedroom bathrooms water filters should be installed so everyone has clear skin when washing their face.,
idea-0295,Bathrooms,General,1,,A Good Big Shower,"enough room for two people to use at the same time, and enough water spray area for two people to be in the shower at the same time","A Good Big Shower - enough room for two people to use at the same time, and enough water spray area for two people to be in the shower at the same time",
idea-0296,Bathrooms,General,1,,Anti-Scald Bathroom Taps,"Thermostatic taps that prevent water from exceeding a safe temperature, protecting children from burns.","Anti-Scald Bathroom Taps - Thermostatic taps that prevent water from exceeding a safe temperature, protecting children from burns.",
idea-0297,Bathrooms,General,1,,Automatic Toilet Seat Lower,lots of germs spread as you flush so a toilet seat that automatically shuts before it flushes. When you press the flush button it should also trigger the seat to come down before flushing.,Automatic Toilet Seat Lower - lots of germs spread as you flush so a toilet seat that automatically shuts before it flushes. When you press the flush button it should also trigger the seat to come down before flushing.,
idea-0298,Bathrooms,General,1,,Bathroom heater / radiator,it’s always not fun when you come out the shower and it’s freezing cold. It be nice to have a warm environment when coming out the shower before putting your clothes on.,Bathroom heater / radiator - it’s always not fun when you come out the shower and it’s freezing cold. It be nice to have a warm environment when coming out the shower before putting your clothes on.,
idea-0299,Bathrooms,General,1,,Bathrooms don’t face Large Rooms,Bathrooms shouldn't face common entertainment spaces like dining rooms or living rooms.,Bathrooms don’t face Large Rooms - Bathrooms shouldn't face common entertainment spaces like dining rooms or living rooms.,
idea-0300,Bathrooms,General,1,,Big Hidden Toilet Roll Storage,Large hidden toilet roll area so you never run out of toilet roll. There should be a good looking hidden storage for toilet rolls that someone can reach from the toilet seat if necessary. And it should be able to hold at least 4 or more toilet rolls.,Big Hidden Toilet Roll Storage - Large hidden toilet roll area so you never run out of toilet roll. There should be a good looking hidden storage for toilet rolls that someone can reach from the toilet seat if necessary. And it should be able to hold at least 4 or more toilet rolls.,
idea-0301,Bathrooms,General,1,,Big tall wide bathroom mirrors with lights around mirror,When you want to see yourself after you changed,Big tall wide bathroom mirrors with lights around mirror - When you want to see yourself after you changed,
idea-0302,Bathrooms,General,1,,Double Electric Tooth Brush Charger,always really annoying when you have to take turns charging your tooth brush so a double one lets you charge each of your toothbrushes at same time.,Double Electric Tooth Brush Charger - always really annoying when you have to take turns charging your tooth brush so a double one lets you charge each of your toothbrushes at same time.,
idea-0303,Bathrooms,General,1,,Easy Temperature Shower,A shower that you can set to a specific temperature easily every time,Easy Temperature Shower - A shower that you can set to a specific temperature easily every time,
idea-0304,Bathrooms,General,1,,Foamy Hand soap,To give that luxury feel all the sinks should be paired with luxury foamy hand soap instead of the standard kind.,Foamy Hand soap - To give that luxury feel all the sinks should be paired with luxury foamy hand soap instead of the standard kind.,
idea-0305,Bathrooms,General,1,,Foot Peddle to Open Toilet Seat,When you want to open the toilet seat without having to touch the toilet seat use the foot peddle to open it.,Foot Peddle to Open Toilet Seat - When you want to open the toilet seat without having to touch the toilet seat use the foot peddle to open it.,
idea-0306,Bathrooms,General,1,,Glass around the Shower Not A Curtain,Curtains get moulding quickly and start flying up when using the mist setting on the shower.,Glass around the Shower Not A Curtain - Curtains get moulding quickly and start flying up when using the mist setting on the shower.,
idea-0307,Bathrooms,General,1,,Glass Shower Wall instead of Shower Curtains,"Shower curtains get in the way at fly up when the shower is on the missed setting, so glass is better and looks cleaner.","Glass Shower Wall instead of Shower Curtains - Shower curtains get in the way at fly up when the shower is on the missed setting, so glass is better and looks cleaner.",
idea-0308,Bathrooms,General,1,,Heated Mirrors that don’t mist up,Heated mirrors that don’t heat up when you have a hot shower.,Heated Mirrors that don’t mist up - Heated mirrors that don’t heat up when you have a hot shower.,
idea-0309,Bathrooms,General,1,,Heated Toilet Seat,Comfort,Heated Toilet Seat - Comfort,
idea-0310,Bathrooms,General,1,,Hidden Charging Dock for Tooth Brush,The charging socket in the bathroom should be inside a cupboard so you can hide away the electric tooth brush in the cupboard.,Hidden Charging Dock for Tooth Brush - The charging socket in the bathroom should be inside a cupboard so you can hide away the electric tooth brush in the cupboard.,
idea-0311,Bathrooms,General,1,,Japanese Smart Toilets,Easy to clean your back side.,Japanese Smart Toilets - Easy to clean your back side.,
idea-0312,Bathrooms,General,1,,LED Faucet,(no batteries needed),LED Faucet - (no batteries needed),
idea-0313,Bathrooms,General,1,,Led Showers,Atmospheric lighting in the shower,Led Showers - Atmospheric lighting in the shower,
idea-0314,Bathrooms,General,1,,Lots of Different Colour Towels,Make it easier to remember whose towel is whose and which towel is for your hair and body,Lots of Different Colour Towels - Make it easier to remember whose towel is whose and which towel is for your hair and body,
idea-0315,Bathrooms,General,1,,Lots Space for Towels,Enough room for people to have more than one towel. A towel for your hair and the rest of your body.,Lots Space for Towels - Enough room for people to have more than one towel. A towel for your hair and the rest of your body.,
idea-0316,Bathrooms,General,1,,Motion Sensor Taps with Manuel Setting As Well,Motion sensor taps for toilet and a manual settings as well to leave it on to fill something up,Motion Sensor Taps with Manuel Setting As Well - Motion sensor taps for toilet and a manual settings as well to leave it on to fill something up,
idea-0317,Bathrooms,General,1,,Not Too Low Table Tops,Table tops in kitchen and in bathroom not to low down that I have to bend my back to use them for hours. (But not to high that shorter people can’t use them),Not Too Low Table Tops - Table tops in kitchen and in bathroom not to low down that I have to bend my back to use them for hours. (But not to high that shorter people can’t use them),
idea-0318,Bathrooms,General,1,,Self-Cleaning Toilets with UV Sterilization,Advanced toilets that use UV light and automatic cleaning mechanisms to maintain hygiene effortlessly.,Self-Cleaning Toilets with UV Sterilization - Advanced toilets that use UV light and automatic cleaning mechanisms to maintain hygiene effortlessly.,
idea-0319,Bathrooms,General,1,,Separate rooms for toilets and washing sink,the toilet should be in a separate room from where you brush your teeth because poo particles go into the air when you flush the toilet.,Separate rooms for toilets and washing sink - the toilet should be in a separate room from where you brush your teeth because poo particles go into the air when you flush the toilet.,
idea-0320,Bathrooms,General,1,,Shelf to put your clothes on,empty shelf to put your clean clothes on so you don’t have to get cold running out the room to get your clothes on.,Shelf to put your clothes on - empty shelf to put your clean clothes on so you don’t have to get cold running out the room to get your clothes on.,
idea-0321,Bathrooms,General,1,,Shower controls on opposite side of shower head,It’s so annoying when you want to keep your hair dry but still have to duck under the shower or reach through the shower to adjust the shower. Why are the controls for the shower somewhere where you don’t have to go through the shower to access them?,Shower controls on opposite side of shower head - It’s so annoying when you want to keep your hair dry but still have to duck under the shower or reach through the shower to adjust the shower. Why are the controls for the shower somewhere where you don’t have to go through the shower to access them?,
idea-0322,Bathrooms,General,1,,Shower with Mist Setting,For washing more sensitive areas,Shower with Mist Setting - For washing more sensitive areas,
idea-0323,Bathrooms,General,1,,Single door for both the toilet and the sink area with foot handle to open door without touching it,the way this works is the toilet and the sink area are in separate rooms and one doorway is 90 degrees to the other doorway but the single door between them. This allows someone to still use the sink while someone is in the toilet. And they can push the door with their foot in order to not touch the door with their dirty hands.,Single door for both the toilet and the sink area with foot handle to open door without touching it - the way this works is the toilet and the sink area are in separate rooms and one doorway is 90 degrees to the other doorway but the single door between them. This allows someone to still use the sink while someone is in the toilet. And they can push the door with their foot in order to not touch the door with their dirty hands.,
idea-0324,Bathrooms,General,1,,Sink where the water doesn’t pool at the back under the tap,sink will go mouldy if the water pools on the top surface under the taps,Sink where the water doesn’t pool at the back under the tap - sink will go mouldy if the water pools on the top surface under the taps,
idea-0325,Bathrooms,General,1,,Smooth surface sink,so there’s no hidden edges or creases that are hard to clean.,Smooth surface sink - so there’s no hidden edges or creases that are hard to clean.,
idea-0326,Bathrooms,General,1,,Soap Motion Sensors,Better if it’s attached to the mains so you don’t have to keep replacing the batteries.,Soap Motion Sensors - Better if it’s attached to the mains so you don’t have to keep replacing the batteries.,
idea-0327,Bathrooms,General,1,,Soft Gentle Close Toilet Seats,There’s nothing more annoying waking up to the sound of someone dropping the toilet seat down.,Soft Gentle Close Toilet Seats - There’s nothing more annoying waking up to the sound of someone dropping the toilet seat down.,
idea-0328,Bathrooms,General,1,,Toilet Roll not too far away from toilet,If the toilet roll is too far away it makes it very awkward and annoying to reach slightly to far to get it.,Toilet Roll not too far away from toilet - If the toilet roll is too far away it makes it very awkward and annoying to reach slightly to far to get it.,
idea-0329,Bathrooms,General,1,,Two Auto Resetting 2 Minutes Wall Timer,"A timer on the wall that with one press starts a two minutes countdown, for brushing your teeth, and then when pressed again just resets to two minutes and is ready to go again straight away.","Two Auto Resetting 2 Minutes Wall Timer - A timer on the wall that with one press starts a two minutes countdown, for brushing your teeth, and then when pressed again just resets to two minutes and is ready to go again straight away.",
idea-0330,Bathrooms,General,1,,Way to heat up bathroom after shower,Always annoying when you step out the shower and it’s freezing cold.,Way to heat up bathroom after shower - Always annoying when you step out the shower and it’s freezing cold.,
idea-0331,Entrance,Location & Environment,1,,Dog Paw Cleaner Near Entrance,A hose attached to a brush to clean dogs paws and dirty legs,Dog Paw Cleaner Near Entrance - A hose attached to a brush to clean dogs paws and dirty legs,
idea-0332,Entrance,Layout & Flow,1,,Mirror by the door,To allow people to check how they look before going out there should be a mirror next to the front door.,Mirror by the door - To allow people to check how they look before going out there should be a mirror next to the front door.,
idea-0333,Entrance,Safety & Security,1,,UV Camera and Monitor and Suncream Station,check you’ve applied Suncream properly,UV Camera and Monitor and Suncream Station - check you’ve applied Suncream properly,
idea-0334,Entrance,Safety & Security,1,,Wired Smart Doorbell,Doorbell with a camera connected to the mains power because changing the batteries is very annoying.,Wired Smart Doorbell - Doorbell with a camera connected to the mains power because changing the batteries is very annoying.,
idea-0335,Entrance,General,1,,Easy Access Bike storage,Hidden away so no one can easily steal it. And away from the rain and easy to get out and leave with it in a rush.,Easy Access Bike storage - Hidden away so no one can easily steal it. And away from the rain and easy to get out and leave with it in a rush.,
idea-0336,Entrance,General,1,,Hidden Hose,- For washing muddy bikes and shoes,Hidden Hose - - For washing muddy bikes and shoes,
idea-0337,Entrance,General,1,,Indoor Dog Bath Area,If it’s really cold day it’s a lot nicer to give the dogs a bath in the inside than an outside hose.,Indoor Dog Bath Area - If it’s really cold day it’s a lot nicer to give the dogs a bath in the inside than an outside hose.,
idea-0338,Entrance,General,1,,Large Hidden Shoe Cupboard,Hidden tidy easy to use shoe cupboard,Large Hidden Shoe Cupboard - Hidden tidy easy to use shoe cupboard,
idea-0339,Entrance,General,1,,Place to Hide Bins,"A place to completely hide the outdoors bins from sight, but also isn’t too hard to access when taking the trash out.","Place to Hide Bins - A place to completely hide the outdoors bins from sight, but also isn’t too hard to access when taking the trash out.",
idea-0340,Entrance,General,1,,Powerful Compressed Air Jet Machine,Air blower machine to shoot air off shows and other items and to also blow your hair up to look good.,Powerful Compressed Air Jet Machine - Air blower machine to shoot air off shows and other items and to also blow your hair up to look good.,
idea-0341,Entrance,General,1,,Safe Place for Parcels,Safe place to store packages and parcels after they have been delivered,Safe Place for Parcels - Safe place to store packages and parcels after they have been delivered,
idea-0342,Office,General,1,,,,,
idea-0343,Office,General,1,,Desk Treadmill,If you don’t have enough time to exercise and work then you could try do it at the same time.,Desk Treadmill - If you don’t have enough time to exercise and work then you could try do it at the same time.,
idea-0344,Office,General,1,,Most ergonomic comfortable chair,You might spend a lot of time sitting in this chair so you better make sure it’s as good for your back and your overall health as possible.,Most ergonomic comfortable chair - You might spend a lot of time sitting in this chair so you better make sure it’s as good for your back and your overall health as possible.,
idea-0345,Office,General,1,,Soundproof Home Office,Ensure the home office is fully soundproofed to allow for uninterrupted video calls and focus during work hours.,Soundproof Home Office - Ensure the home office is fully soundproofed to allow for uninterrupted video calls and focus during work hours.,
idea-0346,Office,General,1,,Standing Adjustable Height Desk,It’s so easy when you’re older for your health to decline and your life span to shorten.,Standing Adjustable Height Desk - It’s so easy when you’re older for your health to decline and your life span to shorten.,
idea-0347,Utility Room,General,1,,At least Two Washing Machines,It’s always annoying when you have lots to wash and not a lot of time to wash it. So two washing machines would be nice.,At least Two Washing Machines - It’s always annoying when you have lots to wash and not a lot of time to wash it. So two washing machines would be nice.,
idea-0348,Utility Room,General,1,,Automated Laundry Folding Machine,"A device that folds clothes perfectly after washing and drying, saving time and effort.","Automated Laundry Folding Machine - A device that folds clothes perfectly after washing and drying, saving time and effort.",
idea-0349,Utility Room,General,1,,Hidden Drying Racks,Built in heated drying racks for clothes that can be hidden for when guest come around,Hidden Drying Racks - Built in heated drying racks for clothes that can be hidden for when guest come around,
idea-0350,Utility Room,General,1,,Sound Proof Laundry Room,"Laundry room should be sound proof and be out of site, and be able to stay warm in the winter to dry clothes","Sound Proof Laundry Room - Laundry room should be sound proof and be out of site, and be able to stay warm in the winter to dry clothes",
idea-0351,Study,General,1,,3D Printer,or fixing and adding convince to thing around the house,3D Printer - or fixing and adding convince to thing around the house,
idea-0352,Work Shop,Special Rooms,1,,Barber Hair Cutting Eoom,,Barber Hair Cutting Eoom,
idea-0353,Work Shop,Special Rooms,1,,Control Room,,Control Room,
idea-0354,Work Shop,Special Rooms,1,,Fully Minecraft Themed Room,,Fully Minecraft Themed Room,
idea-0355,Work Shop,Special Rooms,1,,Green Screen Room,,Green Screen Room,
idea-0356,Work Shop,Special Rooms,1,,Live Streaming Studio Room with Full Kitchen,,Live Streaming Studio Room with Full Kitchen,
idea-0357,Work Shop,Special Rooms,1,,Message Room with robot message machine as well,,Message Room with robot message machine as well,
idea-0358,Work Shop,Special Rooms,1,,Oval Office Replica,,Oval Office Replica,
idea-0359,Work Shop,Special Rooms,1,,Press Room,,Press Room,
idea-0360,Work Shop,Special Rooms,1,,Tardis Interior Replica,,Tardis Interior Replica,
idea-0361,Work Shop,Ultimate Living and Dining Room,1,,,,,
idea-0362,Work Shop,Ultimate Living and Dining Room,1,,146 micro led 8k screen,,146 micro led 8k screen,
idea-0363,Work Shop,Ultimate Living and Dining Room,1,,Black Out Curtains,,Black Out Curtains,
idea-0364,Work Shop,Ultimate Living and Dining Room,1,,Dolby Atmos Surround Sound System,,Dolby Atmos Surround Sound System,
idea-0365,Work Shop,Ultimate Living and Dining Room,1,,Full Size Adjustable Table in Front of Sofa,,Full Size Adjustable Table in Front of Sofa,
idea-0366,Work Shop,Ultimate Living and Dining Room,1,,Latest and greatest gaming PC,,Latest and greatest gaming PC,
idea-0367,Work Shop,Ultimate Living and Dining Room,1,,Ultra Comfy Sofa,,Ultra Comfy Sofa,
idea-0368,Work Shop,General,1,,3D printer,,3D printer,
idea-0369,Work Shop,General,1,,Laser Cuter,,Laser Cuter,
idea-0370,Work Shop,General,1,,Plasma Cutter,,Plasma Cutter,
idea-0371,Work Shop,General,1,,Vinyl Cutter,,Vinyl Cutter,
